pub_id,first_author,year_of_publication,title_of_article,outcome_num,paper_section,sample_code,task_name,task_type,domain_frame,incentivization,total_n,young_total_n,middle_total_n,old_total_n,n_female,young_n_female,middle_n_female,old_n_female,n_male,young_n_male,middle_n_male,old_n_male,prop_female,young_prop_female,middle_prop_female,old_prop_female,prop_male,young_prop_male,middle_prop_male,old_prop_male,mean_age,young_mean_age,middle_mean_age,old_mean_age,age_min,young_age_min,middle_age_min,old_age_min,age_max,young_age_max,middle_age_max,old_age_max,sd_age,young_sd_age,middle_sd_age,old_sd_age,se_age,young_se_age,middle_se_age,old_se_age,dv_units,dv_description,dv_correlation,dv_young_mean,dv_young_sd,dv_young_se,dv_middle_mean,dv_middle_sd,dv_middle_se,dv_old_mean,dv_old_sd,dv_old_se,dv_name_of_other_stats_output,dv_other_stats_output,dv_summary_stats_in_figure,dv_type_of_comparison,source_of_outcome
38,Hess,2018,Use of descriptive and experiential information in decision making by young and older adults,6,Experiment 2,sample 3,Gamble Task,experience,gain,incentivized,41,21,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,73.8,NA,18,NA,60,NA,27,NA,87,NA,1.52,NA,6,NA,NA,NA,NA,Proportion risky choice,Proportion of times the risky option was chosen in Experience only High probability trials,NA,0.6433333333333333,0.1801850900231944,NA,NA,NA,NA,0.6066666666666667,0.208246648632497,NA,NA,NA,Table 4,extreme group (m + sd),table
48,Mather,2012,Risk Preferences and Aging: The “Certainty Effect” in Older Adults’ Decision Making,1,Experiment 1,Sample 1,Gamble Task,description,gain,incentivized,76,38,NA,38,NA,26,NA,28,NA,12,NA,10,NA,0.6842105263157895,NA,0.7368421052631579,NA,NA,NA,NA,NA,18.7,NA,67.5,NA,18,NA,59,NA,23,NA,86,NA,1.1,NA,5.4,NA,NA,NA,NA,Proportion of participants selecting the risky or riskier option,Proportion of participants who selected the risky or riskier option in Equal-EV sure-gain set trials.,NA,0.378,0.10870960296946071,NA,NA,NA,NA,0.262,0.06876691711054735,NA,NA,NA,Broken down data in Table 3,extreme group (m + sd),raw data
48,Mather,2012,Risk Preferences and Aging: The “Certainty Effect” in Older Adults’ Decision Making,2,Experiment 1,Sample 1,Gamble Task,description,gain,incentivized,76,38,NA,38,NA,26,NA,28,NA,12,NA,10,NA,0.6842105263157895,NA,0.7368421052631579,NA,NA,NA,NA,NA,18.7,NA,67.5,NA,18,NA,59,NA,23,NA,86,NA,1.1,NA,5.4,NA,NA,NA,NA,Proportion of participants selecting the risky or riskier option,Proportion of participants who selected the risky or riskier option in Unequal-EV sure-gain set trials.,NA,0.5640000000000001,0.19276929216034383,NA,NA,NA,NA,0.40700000000000003,0.17455021563371895,NA,NA,NA,Broken down data in Table 3,extreme group (m + sd),raw data
48,Mather,2012,Risk Preferences and Aging: The “Certainty Effect” in Older Adults’ Decision Making,3,Experiment 1,Sample 1,Gamble Task,description,gain,incentivized,76,38,NA,38,NA,26,NA,28,NA,12,NA,10,NA,0.6842105263157895,NA,0.7368421052631579,NA,NA,NA,NA,NA,18.7,NA,67.5,NA,18,NA,59,NA,23,NA,86,NA,1.1,NA,5.4,NA,NA,NA,NA,Proportion of participants selecting the risky or riskier option,Proportion of participants who selected the risky or riskier option in Equal-EV risky-gain set trials.,NA,0.387,0.17372072095432048,NA,NA,NA,NA,0.328,0.18943189922619805,NA,NA,NA,Broken down data in Table 3,extreme group (m + sd),raw data
48,Mather,2012,Risk Preferences and Aging: The “Certainty Effect” in Older Adults’ Decision Making,4,Experiment 1,Sample 1,Gamble Task,description,gain,incentivized,76,38,NA,38,NA,26,NA,28,NA,12,NA,10,NA,0.6842105263157895,NA,0.7368421052631579,NA,NA,NA,NA,NA,18.7,NA,67.5,NA,18,NA,59,NA,23,NA,86,NA,1.1,NA,5.4,NA,NA,NA,NA,Proportion of participants selecting the risky or riskier option,Proportion of participants who selected the risky or riskier option in Unequal-EV risky-gain set trials.,NA,0.398,0.2788388622683558,NA,NA,NA,NA,0.369,0.27086076784125745,NA,NA,NA,Figure 1 +Broken down data in Table 3,extreme group (m + sd),raw data
48,Mather,2012,Risk Preferences and Aging: The “Certainty Effect” in Older Adults’ Decision Making,5,Experiment 3,Sample 1,Gamble Task,description,loss,incentivized,40,20,NA,20,NA,13,NA,13,NA,7,NA,7,NA,0.65,NA,0.65,NA,NA,NA,NA,NA,21.1,NA,68.8,NA,18,NA,60,NA,35,NA,85,NA,2,NA,6.8,NA,NA,NA,NA,Proportion of participants selecting the risky or riskier option,Proportion of participants who selected the risky or riskier option in Equal-EV sure-loss set trials.,NA,0.65,0.11055415967851333,NA,NA,NA,NA,0.795,0.13426756040748553,NA,NA,NA,Broken down data in Table 5,extreme group (m + sd),raw data
48,Mather,2012,Risk Preferences and Aging: The “Certainty Effect” in Older Adults’ Decision Making,6,Experiment 3,Sample 1,Gamble Task,description,loss,incentivized,40,20,NA,20,NA,13,NA,13,NA,7,NA,7,NA,0.65,NA,0.65,NA,NA,NA,NA,NA,21.1,NA,68.8,NA,18,NA,60,NA,35,NA,85,NA,2,NA,6.8,NA,NA,NA,NA,Proportion of participants selecting the risky or riskier option,Proportion of participants who selected the risky or riskier option in Unequal-EV sure-loss set trials.,NA,0.39,0.14298407059684812,NA,NA,NA,NA,0.75,0.12692955176439846,NA,NA,NA,Broken down data in Table 5,extreme group (m + sd),raw data
48,Mather,2012,Risk Preferences and Aging: The “Certainty Effect” in Older Adults’ Decision Making,7,Experiment 4,Sample 1,Gamble Task,description,gain,incentivized,157,107,NA,50,NA,49,NA,29,NA,58,NA,21,NA,0.45794392523364486,NA,0.58,NA,NA,NA,NA,NA,29.46,NA,59.3,NA,18,NA,55,NA,45,NA,NA,NA,7.17,NA,4.04,NA,NA,NA,NA,Proportion of participants selecting the risky or riskier option,Proportion of participants who selected the risky or riskier option in Equal-EV sure-gain set trials.,NA,0.318,0.050199601592044535,NA,NA,NA,NA,0.296,0.08648699324175861,NA,NA,NA,Figure 4 +Broken down data in Table 7,extreme group (m + sd),raw data
48,Mather,2012,Risk Preferences and Aging: The “Certainty Effect” in Older Adults’ Decision Making,8,Experiment 4,Sample 1,Gamble Task,description,loss,incentivized,157,107,NA,50,NA,49,NA,29,NA,58,NA,21,NA,0.45794392523364486,NA,0.58,NA,NA,NA,NA,NA,29.46,NA,59.3,NA,18,NA,55,NA,45,NA,NA,NA,7.17,NA,4.04,NA,NA,NA,NA,Proportion of participants selecting the risky or riskier option,Proportion of participants who selected the risky or riskier option in Equal-EV sure-loss set trials.,NA,0.5880000000000001,0.08955445270895245,NA,NA,NA,NA,0.696,0.08532291603080616,NA,NA,NA,Figure 4 +Broken down data in Table 7,extreme group (m + sd),raw data
48,Mather,2012,Risk Preferences and Aging: The “Certainty Effect” in Older Adults’ Decision Making,9,Experiment 4,Sample 1,Gamble Task,description,gain,incentivized,157,107,NA,50,NA,49,NA,29,NA,58,NA,21,NA,0.45794392523364486,NA,0.58,NA,NA,NA,NA,NA,29.46,NA,59.3,NA,18,NA,55,NA,45,NA,NA,NA,7.17,NA,4.04,NA,NA,NA,NA,Proportion of participants selecting the risky or riskier option,Proportion of participants who selected the risky or riskier option in Equal EV risky-gain trials.,NA,0.28400000000000003,0.07436396977031283,NA,NA,NA,NA,0.312,0.06572670690061995,NA,NA,NA,Figure 4 +Broken down data in Table 7,extreme group (m + sd),raw data
48,Mather,2012,Risk Preferences and Aging: The “Certainty Effect” in Older Adults’ Decision Making,10,Experiment 4,Sample 1,Gamble Task,description,loss,incentivized,157,107,NA,50,NA,49,NA,29,NA,58,NA,21,NA,0.45794392523364486,NA,0.58,NA,NA,NA,NA,NA,29.46,NA,59.3,NA,18,NA,55,NA,45,NA,NA,NA,7.17,NA,4.04,NA,NA,NA,NA,Proportion of participants selecting the risky or riskier option,Proportion of participants who selected the risky or riskier option in Equal EV risky-loss set trials.,NA,0.592,0.0920326029187483,NA,NA,NA,NA,0.54,0.050990195135927834,NA,NA,NA,Figure 4 +Broken down data in Table 7,extreme group (m + sd),raw data
2,Albert,2012,Differences in risk aversion between young and older adults,1,Single,Sample 1,Holt-Laury Lottery Task,description,gain,incentivized,60,26,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.824,NA,NA,NA,NA,NA,31.9,NA,71.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,8.4,NA,NA,NA,NA,Proportion of participants choosing the safe option,Proportion of participants (with more than 12 years of education) choosing option A across the 10 lotteries,NA,54.3918918918919,37.07606734680797,NA,NA,NA,NA,71.21621621621622,29.003290382561374,NA,NA,NA,Figure 1,extreme group (m + sd),figure
18,Wilson,2018,Age-differences in cognitive flexibility when overcoming a preexisting bias through feedback,1,Single,Sample 1,Framed Gambling Task,experience,gain,hypothetical,40,20,NA,20,NA,17,NA,12,NA,3,NA,8,NA,0.85,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,65,NA,25,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,Proportion risky,Proportion of risky choices when faced with a sure gain,NA,0.34032634032634035,0.12509471202796074,0.02797202797202808,NA,NA,NA,0.2983682983682984,0.14594383069928726,0.032634032634032695,NA,NA,Figure 2,extreme group (m + sd),figure
18,Wilson,2018,Age-differences in cognitive flexibility when overcoming a preexisting bias through feedback,2,Single,Sample 1,Framed Gambling Task,experience,loss,hypothetical,40,20,NA,20,NA,17,NA,12,NA,3,NA,8,NA,0.85,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,65,NA,25,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,Proportion of risky choices,Proportion of risky choices when faced with a sure loss,NA,0.710955710955711,0.10424559335663301,0.023310023310023187,NA,NA,NA,0.7692307692307694,0.10424559335663301,0.023310023310023187,NA,NA,Figure 2,extreme group (m + sd),figure
19,Tymula,2013,"Like cognitive function, decision making across the lifespan shows profound age-related changes",1,Single,Sample 1,Monetary Options Task,description,gain,incentivized,70,34,32,36,NA,NA,NA,NA,NA,16,15,18,NA,0.5294117647058824,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,30,65,NA,25,50,90,NA,NA,NA,NA,NA,NA,NA,NA,Risk attitude,"Risk attitudes are
normalized by the frequency of risky choice expected from a risk-neutral chooser for gains",NA,-0.13315217391304346,0.04753493392536951,0.008152173913043514,-0.1404891304347826,0.046115659642600976,0.008152173913043487,-0.17717391304347826,0.04402173913043478,0.00733695652173913,NA,NA,Figure S3,extreme group (m + sd),figure
19,Tymula,2013,"Like cognitive function, decision making across the lifespan shows profound age-related changes",2,Single,Sample 1,Monetary Options Task,description,loss,incentivized,70,34,32,36,NA,NA,NA,NA,NA,16,15,18,NA,0.5294117647058824,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,30,65,NA,25,50,90,NA,NA,NA,NA,NA,NA,NA,NA,Risk attitude,"Risk attitudes are
normalized by the frequency of risky choice expected from a risk-neutral chooser for losses",NA,0.0551630434782609,0.05228842731790649,0.008967391304347871,0.03396739130434784,0.05072722560686128,0.008967391304347871,0.03315217391304354,0.048913043478260754,0.008152173913043459,NA,NA,Figure S3,extreme group (m + sd),figure
22,Spaniol,2012,Decisions from experience: adaptive information search and choice in younger and older adults,1,Single,Sample 1,Sampling Choice Task,experience,gain,incentivized,81,40,NA,41,NA,35,NA,32,NA,NA,NA,NA,NA,0.875,NA,0.7804878048780488,NA,NA,NA,NA,NA,20.8,NA,68.2,NA,17,NA,60,NA,41,NA,89,NA,5.3,NA,6.8,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices in the gain trials with .1 probability of the desirable outcome,NA,0.46713615023474186,0.4008520977678236,0.06338028169014098,NA,NA,NA,0.3380281690140845,0.39080100979637133,0.061032863849765306,NA,NA,Figure 4,extreme group (m + sd),figure
22,Spaniol,2012,Decisions from experience: adaptive information search and choice in younger and older adults,2,Single,Sample 1,Sampling Choice Task,experience,gain,incentivized,81,40,NA,41,NA,35,NA,32,NA,NA,NA,NA,NA,0.875,NA,0.7804878048780488,NA,NA,NA,NA,NA,20.8,NA,68.2,NA,17,NA,60,NA,41,NA,89,NA,5.3,NA,6.8,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices in the gain trials with .2 probability of the desirable outcome,NA,0.5422535211267605,0.3711593497850208,0.05868544600938963,NA,NA,NA,0.32863849765258213,0.3757702017272796,0.05868544600938963,NA,NA,Figure 4,extreme group (m + sd),figure
22,Spaniol,2012,Decisions from experience: adaptive information search and choice in younger and older adults,3,Single,Sample 1,Sampling Choice Task,experience,gain,incentivized,81,40,NA,41,NA,35,NA,32,NA,NA,NA,NA,NA,0.875,NA,0.7804878048780488,NA,NA,NA,NA,NA,20.8,NA,68.2,NA,17,NA,60,NA,41,NA,89,NA,5.3,NA,6.8,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices in the gain trials with .8 probability of the desirable outcome,NA,0.6770367301850316,0.3589420211879307,0.05675371674491392,NA,NA,NA,0.6220657276995305,0.3607393936581882,0.05633802816901401,NA,NA,Figure 4,extreme group (m + sd),figure
22,Spaniol,2012,Decisions from experience: adaptive information search and choice in younger and older adults,4,Single,Sample 1,Sampling Choice Task,experience,gain,incentivized,81,40,NA,41,NA,35,NA,32,NA,NA,NA,NA,NA,0.875,NA,0.7804878048780488,NA,NA,NA,NA,NA,20.8,NA,68.2,NA,17,NA,60,NA,41,NA,89,NA,5.3,NA,6.8,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices in the gain trials with .9 probability of the desirable outcome,NA,0.7370892018779344,0.4008520977678222,0.06338028169014076,NA,NA,NA,0.6150234741784038,0.4058318178654617,0.06338028169014076,NA,NA,Figure 4,extreme group (m + sd),figure
22,Spaniol,2012,Decisions from experience: adaptive information search and choice in younger and older adults,5,Single,Sample 1,Sampling Choice Task,experience,loss,incentivized,81,40,NA,41,NA,35,NA,32,NA,NA,NA,NA,NA,0.875,NA,0.7804878048780488,NA,NA,NA,NA,NA,20.8,NA,68.2,NA,17,NA,60,NA,41,NA,89,NA,5.3,NA,6.8,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices in the loss trials with .1 probability of the desirable outcome,NA,0.3908045977011496,0.4216370213557831,0.06666666666666654,NA,NA,NA,0.29885057471264376,0.4121551233290102,0.06436781609195391,NA,NA,Figure 4,extreme group (m + sd),figure
22,Spaniol,2012,Decisions from experience: adaptive information search and choice in younger and older adults,6,Single,Sample 1,Sampling Choice Task,experience,loss,incentivized,81,40,NA,41,NA,35,NA,32,NA,NA,NA,NA,NA,0.875,NA,0.7804878048780488,NA,NA,NA,NA,NA,20.8,NA,68.2,NA,17,NA,60,NA,41,NA,89,NA,5.3,NA,6.8,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices in the loss trials with .2 probability of the desirable outcome,NA,0.35862068965517246,0.39255860608986787,0.06206896551724139,NA,NA,NA,0.3540229885057473,0.3532758199962958,0.05517241379310356,NA,NA,Figure 4,extreme group (m + sd),figure
22,Spaniol,2012,Decisions from experience: adaptive information search and choice in younger and older adults,7,Single,Sample 1,Sampling Choice Task,experience,loss,incentivized,81,40,NA,41,NA,35,NA,32,NA,NA,NA,NA,NA,0.875,NA,0.7804878048780488,NA,NA,NA,NA,NA,20.8,NA,68.2,NA,17,NA,60,NA,41,NA,89,NA,5.3,NA,6.8,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices in the loss trials with .8 probability of the desirable outcome,NA,0.7793103448275862,0.2907841526591617,0.04597701149425293,NA,NA,NA,0.781609195402299,0.3091163424967581,0.0482758620689655,NA,NA,Figure 4,extreme group (m + sd),figure
22,Spaniol,2012,Decisions from experience: adaptive information search and choice in younger and older adults,8,Single,Sample 1,Sampling Choice Task,experience,loss,incentivized,81,40,NA,41,NA,35,NA,32,NA,NA,NA,NA,NA,0.875,NA,0.7804878048780488,NA,NA,NA,NA,NA,20.8,NA,68.2,NA,17,NA,60,NA,41,NA,89,NA,5.3,NA,6.8,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices in the loss trials with .9 probability of the desirable outcome,NA,0.7333333333333333,0.31986256792507833,0.0505747126436783,NA,NA,NA,0.7333333333333333,0.35327581999629437,0.055172413793103336,NA,NA,Figure 4,extreme group (m + sd),figure
26,Cavanagh,2012,Individual differences in risky decision-making among seniors reflect increased reward sensitivity,1,Single,Sample 1,Balloon Analogue Risk Task,experience,gain,incentivized,52,23,NA,29,NA,12,NA,22,NA,NA,NA,NA,NA,0.5217391304347826,NA,0.7586206896551724,NA,NA,NA,NA,NA,21,NA,73,NA,18,NA,63,NA,26,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,Adjusted Number of Pumps,Average number of pumps on cash-out trials in the LOW risk condition.,NA,28.151815181518156,12.662261447690364,2.640264026402644,NA,NA,NA,30.627062706270628,10.219372158753588,1.8976897689768961,NA,NA,Figure 2A,extreme group (m + sd),figure
26,Cavanagh,2012,Individual differences in risky decision-making among seniors reflect increased reward sensitivity,2,Single,Sample 1,Balloon Analogue Risk Task,experience,gain,incentivized,52,23,NA,29,NA,12,NA,22,NA,NA,NA,NA,NA,0.5217391304347826,NA,0.7586206896551724,NA,NA,NA,NA,NA,21,NA,73,NA,18,NA,63,NA,26,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,Adjusted Number of Pumps,Average number of pumps on cash-out trials  in the HIGH risk condition.,NA,14.125412541254128,4.748348042883876,0.9900990099009892,NA,NA,NA,17.92079207920792,6.664807929621931,1.2376237623762414,NA,NA,Figure 2A,extreme group (m + sd),figure
26,Cavanagh,2012,Individual differences in risky decision-making among seniors reflect increased reward sensitivity,3,Single,Sample 1,Balloon Analogue Risk Task,experience,gain,incentivized,52,23,NA,29,NA,12,NA,22,NA,NA,NA,NA,NA,0.5217391304347826,NA,0.7586206896551724,NA,NA,NA,NA,NA,21,NA,73,NA,18,NA,63,NA,26,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,Explosions,Number of popped balloons in the Low risk condition.,NA,18.33333333333333,4.196352582898646,0.8750000000000036,NA,NA,NA,18.458333333333325,5.160782940170579,0.9583333333333357,NA,NA,Figure 2B,extreme group (m + sd),figure
26,Cavanagh,2012,Individual differences in risky decision-making among seniors reflect increased reward sensitivity,4,Single,Sample 1,Balloon Analogue Risk Task,experience,gain,incentivized,52,23,NA,29,NA,12,NA,22,NA,NA,NA,NA,NA,0.5217391304347826,NA,0.7586206896551724,NA,NA,NA,NA,NA,21,NA,73,NA,18,NA,63,NA,26,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,Explosions,Number of popped balloons in the HIGH risk condition.,NA,19.04166666666666,3.5968736424845393,0.75,NA,NA,NA,22.541666666666664,5.833928541062392,1.0833333333333357,NA,NA,Figure 2B,extreme group (m + sd),figure
36,Mikels,2009,Monetary Losses Do Not Loom Large in Later Life: Age Differences in the Framing Effect,1,Single,Sample 1,Monetary Gambling Task,description,gain,incentivized,44,22,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,0.68,NA,NA,NA,NA,NA,19.77,NA,71.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,NA,4.48,NA,NA,NA,NA,Percentage risky choice,Percentage of gain trials on which the gamble option was chosen,NA,40.58354723122845,14.789118436911052,3.1530506450174016,NA,NA,NA,39.895013123359576,23.39052478652102,4.986876640419943,NA,NA,Figure 1,extreme group (m + sd),figure
36,Mikels,2009,Monetary Losses Do Not Loom Large in Later Life: Age Differences in the Framing Effect,2,Single,Sample 1,Monetary Gambling Task,description,loss,incentivized,44,22,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,0.68,NA,NA,NA,NA,NA,19.77,NA,71.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,NA,4.48,NA,NA,NA,NA,Percentage risky choice,Percentage of loss trials on which the gamble option was chosen,NA,60.629921259842526,17.23512352691029,3.674540682414708,NA,NA,NA,46.45669291338583,23.390524786521055,4.9868766404199505,NA,NA,Figure 1,extreme group (m + sd),figure
43,Samanez-Larkin,2011,Expected value information improves financial risk taking across the adult life span,1,Study 2,Sample 1,Behavioral Investment Allocation Strategy Task,experience,mixed,incentivized,108,49,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0.37,NA,NA,NA,NA,NA,27.3,NA,70.6,NA,20,NA,64,NA,35,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,Number of mistakes,Baseline condition. Risk-seeking (stock) mistakes.,NA,9.684210526315791,9.333333333333325,1.3333333333333321,NA,NA,NA,12.561403508771932,8.085416576703809,1.05263157894737,NA,NA,Figure S2,extreme group (m + sd),figure
43,Samanez-Larkin,2011,Expected value information improves financial risk taking across the adult life span,2,Study 2,Sample 1,Behavioral Investment Allocation Strategy Task,experience,mixed,incentivized,108,49,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0.37,NA,NA,NA,NA,NA,27.3,NA,70.6,NA,20,NA,64,NA,35,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,Number of mistakes,Baseline condition. Risk-aversion (bond) mistakes,NA,10.315789473684212,7.368421052631589,1.05263157894737,NA,NA,NA,10.175438596491226,7.007361033143327,0.9122807017543906,NA,NA,Figure S2,extreme group (m + sd),figure
43,Samanez-Larkin,2011,Expected value information improves financial risk taking across the adult life span,3,Study 2,Sample 1,Behavioral Investment Allocation Strategy Task,experience,mixed,incentivized,108,49,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0.37,NA,NA,NA,NA,NA,27.3,NA,70.6,NA,20,NA,64,NA,35,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,Number of mistakes,Baseline condition. Losing stock mistakes,NA,3.6491228070175445,5.894736842105257,0.8421052631578938,NA,NA,NA,4.350877192982457,5.390277717802535,0.7017543859649127,NA,NA,Figure S2,extreme group (m + sd),figure
44,Westbrook,2012,Strategic insight and age-related goal-neglect influence risky decision-making,1,Single,Sample 1,Paired Lottery Task,description,gain,incentivized,86,40,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,75.4,NA,18,NA,65,NA,33,NA,95,NA,2.5,NA,7.4,NA,NA,NA,NA,Risk Aversion rate,Proportion of conflict trials in which the low-risk option was chosen instead of the high-EV option in the uninstructed gambling condition,NA,0.5460317460317461,0.1807015805810489,0.02857142857142836,NA,NA,NA,0.5460317460317461,0.17224965036508555,0.025396825396825307,NA,NA,Figure 2,extreme group (m + sd),figure
51,Dror,1998,Age Differences in Decision Making: To Take a Risk or Not?,1,single,Sample 1,Blackjack,description,gain,unknown,36,18,NA,18,NA,11,NA,11,NA,7,NA,7,NA,0.6111111111111112,NA,0.6111111111111112,NA,NA,NA,NA,NA,19,NA,74,NA,18,NA,59,NA,22,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Percent ""Yes"" for Taking Risk",Percentage of times participants  decided to take another card in the No Risk-Level trials,NA,96.64268585131896,5.087099145226974,1.1990407673860943,NA,NA,NA,94.24460431654677,9.156778461408456,2.158273381294947,NA,NA,Figure 1,extreme group (m + sd),figure
51,Dror,1998,Age Differences in Decision Making: To Take a Risk or Not?,2,single,Sample 1,Blackjack,description,gain,unknown,36,18,NA,18,NA,11,NA,11,NA,7,NA,7,NA,0.6111111111111112,NA,0.6111111111111112,NA,NA,NA,NA,NA,19,NA,74,NA,18,NA,59,NA,22,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Percent ""Yes"" for Taking Risk",Percentage of times participants  decided to take another card in the Low Risk-Level trials,NA,88.00959232613911,14.24387760663543,3.3573141486810414,NA,NA,NA,76.97841726618708,26.45291555518024,6.235011990407685,NA,NA,Figure 1,extreme group (m + sd),figure
51,Dror,1998,Age Differences in Decision Making: To Take a Risk or Not?,3,single,Sample 1,Blackjack,description,gain,unknown,36,18,NA,18,NA,11,NA,11,NA,7,NA,7,NA,0.6111111111111112,NA,0.6111111111111112,NA,NA,NA,NA,NA,19,NA,74,NA,18,NA,59,NA,22,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Percent ""Yes"" for Taking Risk",Percentage of times participants  decided to take another card in the Medium Risk-Level trials,NA,53.956834532374124,22.383236238998638,5.275779376498804,NA,NA,NA,48.920863309352534,30.52259487136175,7.194244604316545,NA,NA,Figure 1,extreme group (m + sd),figure
51,Dror,1998,Age Differences in Decision Making: To Take a Risk or Not?,4,single,Sample 1,Blackjack,description,gain,unknown,36,18,NA,18,NA,11,NA,11,NA,7,NA,7,NA,0.6111111111111112,NA,0.6111111111111112,NA,NA,NA,NA,NA,19,NA,74,NA,18,NA,59,NA,22,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Percent ""Yes"" for Taking Risk",Percentage of times participants  decided to take another card in the High Risk-Level trials,NA,16.067146282973646,12.209037948544719,2.877697841726622,NA,NA,NA,11.270983213429279,14.243877606635506,3.357314148681059,NA,NA,Figure 1,extreme group (m + sd),figure
51,Dror,1998,Age Differences in Decision Making: To Take a Risk or Not?,5,single,Sample 1,Blackjack,description,gain,unknown,36,18,NA,18,NA,11,NA,11,NA,7,NA,7,NA,0.6111111111111112,NA,0.6111111111111112,NA,NA,NA,NA,NA,19,NA,74,NA,18,NA,59,NA,22,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Percent ""Yes"" for Taking Risk",Percentage of times participants  decided to take another card in the Very High Risk-Level trials,NA,2.87769784172664,5.087099145226944,1.1990407673860872,NA,NA,NA,2.87769784172664,5.087099145226959,1.1990407673860908,NA,NA,Figure 1,extreme group (m + sd),figure
51,Dror,1998,Age Differences in Decision Making: To Take a Risk or Not?,6,single,Sample 1,Blackjack,description,gain,unknown,36,18,NA,18,NA,11,NA,11,NA,7,NA,7,NA,0.6111111111111112,NA,0.6111111111111112,NA,NA,NA,NA,NA,19,NA,74,NA,18,NA,59,NA,22,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Percent ""Yes"" for Taking Risk",Percentage of times participants  decided to take another card in the Infinite Risk-Level trials,NA,0.7194244604316751,4.069679316181573,0.959232613908874,NA,NA,NA,0.7194244604316751,4.069679316181573,0.959232613908874,NA,NA,Figure 1,extreme group (m + sd),figure
54,Weller,2011,Trajectory of Risky Decision Making for Potential Gains and Losses From Ages 5 to 85,1,Single,Sample 1,Cups Task,description,gain,unknown,419,358,61,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,44,65,NA,22,64,85,NA,NA,NA,NA,NA,NA,NA,NA,Number risky choices,Proportion of risky choices in the gain-Risk Advantageous trials,NA,0.7577656675749319,0.32479998351246586,0.017166212534060032,0.7602179836512262,0.30645121344157006,0.03923705722070858,0.6743869209809265,0.3447576151217641,0.04414168937329688,NA,NA,Figure 2A,extreme group (m + sd),figure
