"ResponseID","Age","Gender","Education","Race","Income","Health","collect","LAScore","TrialType","Accept","Domain","Gamble","Block"
"R_2mexYvG7eJoAl57",53,"Male",4,2,6,4,"first",1,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1GZgySEuc6j1Ruy",75,"Male",4,1,8,3,"first",3,"M.N.3",0,"Mixed","Negative Skew","3"
"R_WvP06PbSNiXH7bP",49,"Female",4,1,10,4,"first",1.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3k6UwjK3PC7reri",68,"Male",3,1,5,4,"first",3.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3pfNkIbcMwiCvx6",49,"Male",5,1,12,4,"first",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2b2ynXAMc0BBfdN",65,"Female",5,2,6,3,"first",1.375,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2tbMmFQIsGhIOdH",37,"Female",4,3,16,3,"first",0.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1di8Abuv18zNCTT",58,"Male",4,1,8,3,"first",7.5,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1dv2xSbHz6LOnyG",37,"Male",4,2,8,4,"first",2,"M.N.3",1,"Mixed","Negative Skew","3"
"R_p5bStWrCvRSyI4V",46,"Female",2,1,5,5,"second",0.875,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2TSmymSLbIgFDMU",42,"Female",4,3,5,2,"second",10,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1mn310D9eAY2jvf",70,"Male",2,1,3,3,"second",5.25,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2948MmjMI6v6axH",51,"Female",3,1,4,2,"second",2.5,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2ZDfSEpVA5xqSlw",47,"Female",3,1,4,3,"second",1.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1Ng1OBA3jDxjQYf",24,"Male",3,4,4,5,"second",1.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1HhjLjwSTCbM05H",43,"Female",2,1,11,3,"second",0.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2tnkFsIBakhG7gQ",67,"Female",3,1,6,3,"second",1.125,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3hhC8enoKFVUguf",39,"Female",2,1,4,5,"second",0.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_25BDDFBoyH2wZE0",54,"Female",3,1,4,3,"second",1.125,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3irQonpwGCpVtJr",40,"Male",3,1,7,3,"second",2.25,"M.N.3",1,"Mixed","Negative Skew","3"
"R_ub9cLUzgaoBFGFP",27,"Male",4,1,9,4,"second",1.375,"M.N.3",0,"Mixed","Negative Skew","3"
"R_cUqNaBOmnsYKVwt",51,"Female",3,1,3,5,"second",4.5,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3F3uqAkmLbKKx2R",49,"Female",3,1,4,1,"second",0.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3EaNc8LL5LYNfoz",27,"Female",3,3,2,5,"second",10,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2uHEk6kYWHBNhqW",63,"Female",3,1,7,3,"second",1,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2dJVsj9phUS3VfZ",57,"Female",3,1,8,5,"second",0.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2Ug86C2fAtAq9kZ",40,"Male",4,1,10,4,"second",1.125,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2YPyv15CjUeoRae",28,"Male",3,1,3,4,"second",1.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1Kfm8wMspGdcVSF",70,"Female",2,1,10,4,"second",5.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1P6vk2mRslfjKsb",64,"Male",4,1,2,3,"second",2.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2qrqddLM7TVceLF",72,"Female",2,1,4,3,"second",4.5,"M.N.3",0,"Mixed","Negative Skew","3"
"R_26f0fCroz6ez587",65,"Female",2,1,4,3,"second",10,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3n6rKFLwrFTz1mN",48,"Female",3,1,1,5,"second",10,"M.N.3",1,"Mixed","Negative Skew","3"
"R_sN12yQIrGZwIdWh",57,"Female",3,1,16,4,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_XNE39WY3A0BOWFX",35,"Male",1,1,2,2,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1GUonkH0ZSo2ZhA",58,"Female",3,1,8,4,"second",7.5,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1Pd88GIvk3Zt7Wf",62,"Male",3,5,5,4,"second",1.125,"M.N.3",1,"Mixed","Negative Skew","3"
"R_RV6cVU2k6IGrSnv",66,"Female",2,2,1,5,"second",10,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2DNbeQlibgvCPDC",47,"Female",4,3,4,4,"second",5.625,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2S39zFBbQA18Y82",59,"Female",2,1,2,5,"second",10,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1EfV4Mx3JedAXF7",71,"Female",5,1,15,3,"second",4.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_UxLXitcaRpNwZ8Z",32,"Male",4,1,4,3,"second",0.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_Z3SvtZT0iFLsCpX",21,"Male",2,1,6,5,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1QasLbI2muOpB2D",39,"Female",3,1,11,3,"second",1.25,"M.N.3",1,"Mixed","Negative Skew","3"
"R_AuhqN8nxIVL7lVn",26,"Male",4,1,13,4,"second",1.125,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3GE2k4Oh1Orf2Wg",35,"Female",2,2,3,5,"second",0.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1pQ1HtMfQyWVGlT",51,"Female",3,1,2,2,"second",0.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3PD8Dy1wfybxUu5",71,"Male",3,1,8,5,"second",0.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3Dp54YCPa4rFbzs",73,"Female",3,1,3,4,"second",10,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1QgRh9sJ0KPexmN",39,"Female",2,1,1,4,"second",0.875,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2tsYdZ6yAYimXCL",70,"Female",3,1,5,2,"second",10,"M.N.3",0,"Mixed","Negative Skew","3"
"R_27eVBgJ1Vwine2F",27,"Female",3,1,1,1,"second",1.25,"M.N.3",0,"Mixed","Negative Skew","3"
"R_339YPJvKtwY6Qu0",61,"Female",3,1,4,1,"second",1.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_RUF8YDkbzoQgOeB",38,"Female",3,4,1,4,"second",3.5,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3EtnNVD20ncx9sV",34,"Female",3,2,4,3,"second",2.25,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3mltHcJrZfmqy5p",34,"Female",5,1,16,4,"second",1.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_sL0FKNB2gmBL3Sp",69,"Male",6,1,16,3,"second",3,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1rGrwKqVDLhVZIZ",57,"Female",4,1,4,3,"second",5.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3O7hf5qfkipC0VY",28,"Male",3,2,11,4,"second",7.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_NUCxGklt4ZHDN4Z",64,"Female",2,1,5,3,"second",10,"M.N.3",1,"Mixed","Negative Skew","3"
"R_21pPOD0QsSQOC5d",36,"Female",1,1,3,3,"second",2.5,"M.N.3",0,"Mixed","Negative Skew","3"
"R_32KmLux2STDvqJr",67,"Female",4,2,9,5,"second",5.5,"M.N.3",0,"Mixed","Negative Skew","3"
"R_31cKSVdtm3pmUAD",29,"Male",5,1,11,4,"second",2.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_Au4rfbKkLDifxCh",65,"Female",4,1,8,3,"second",10,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3EEagjgyEbznDPN",55,"Female",3,1,12,3,"second",2,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1IcI2GLXEH8gEKp",23,"Female",4,3,5,5,"second",3.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_Cf4FqbnCgQDv4SR",66,"Male",2,1,4,4,"second",0.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1mBZAaq5O9wRGOp",47,"Female",3,2,4,4,"second",2.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3KHhsACCAN9F39D",58,"Male",2,2,3,4,"second",1.375,"M.N.3",0,"Mixed","Negative Skew","3"
"R_zVfouwKo6wwr7zj",22,"Male",3,2,1,5,"second",5.25,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2YXouPJQBh2o3Uz",24,"Female",3,2,3,4,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1pM3SSphm2xBZGA",41,"Male",3,2,8,5,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2dvd8au2Gm4US2L",65,"Female",2,1,7,3,"second",0.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_SQ8FrWxzFTX5Rp7",31,"Female",3,1,5,4,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3h4TfjnmK9YYIDL",75,"Male",4,1,5,2,"second",0.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_VKz1U2ep7F0pNKh",40,"Female",2,1,10,5,"second",0.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_sd3EjMo0WN9LBKx",26,"Female",1,1,3,5,"second",0.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3KHYTc9rlHJDS4k",74,"Female",4,1,5,3,"second",6,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1oik8v3Y5nfBGMh",78,"Male",3,1,11,3,"second",10,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1ImBg3x6s8PJv9f",50,"Female",3,1,5,4,"second",1.125,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2fj7CawxKhLG3wc",28,"Female",3,1,4,3,"second",4.5,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2EnvT9HgI3Wzxk5",44,"Male",2,1,4,3,"second",3.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3JkPIKnEJvffu0N",50,"Male",2,1,3,3,"second",0.875,"M.N.3",1,"Mixed","Negative Skew","3"
"R_D62fbZWhiNSuqHL",47,"Female",3,1,15,4,"second",1.25,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3F3z6ea52FGt8oP",50,"Female",2,1,4,3,"second",0.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_11cL2g54ciPmuv5",40,"Female",4,1,16,3,"second",5.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3G8rFROIAYet7Y2",57,"Female",5,1,6,4,"second",2.25,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1IGCS8xeIvsPOlp",31,"Female",4,1,11,4,"second",6.25,"M.N.3",1,"Mixed","Negative Skew","3"
"R_p6KdOBZ1iqOLln3",26,"Male",2,1,3,4,"second",0.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_32PHGcmvOsKa50z",35,"Female",3,4,3,4,"second",1,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2uvosYLBShUSNcB",32,"Male",2,2,5,4,"second",1.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_ZlDDspjDfTbfiCZ",36,"Male",6,2,15,5,"second",5.25,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3nVD1KP66uxQFOK",52,"Female",4,1,2,1,"second",5.25,"M.N.3",0,"Mixed","Negative Skew","3"
"R_QfWd1Oq8Xz7PRKx",68,"Female",2,1,6,3,"second",4.5,"M.N.3",0,"Mixed","Negative Skew","3"
"R_31YHSomRF3z5gxt",51,"Female",2,1,4,4,"second",5.25,"M.N.3",1,"Mixed","Negative Skew","3"
"R_27kAdCsaSv95oQS",48,"Female",3,1,13,4,"second",7.5,"M.N.3",0,"Mixed","Negative Skew","3"
"R_264lV8S2RxTpezE",60,"Female",4,1,4,4,"second",3.25,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2zx3n83RuEPHaFf",59,"Female",4,2,1,3,"second",0.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_cI8j0tKn5P79Pcl",22,"Female",2,1,4,5,"second",6.25,"M.N.3",1,"Mixed","Negative Skew","3"
"R_WjNJM8iUCFrBokN",36,"Female",5,1,10,3,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_AKXFXJjokfqM8c9",58,"Female",3,1,3,5,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1mXisZuq7LWry6v",25,"Female",4,3,7,5,"second",2.25,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3q7j35VFavVRGdT",36,"Male",5,3,11,4,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2CVPWuvcpyyuWtg",31,"Female",2,1,3,3,"second",5.25,"M.N.3",0,"Mixed","Negative Skew","3"
"R_eeOYR2wOmehp9Wp",50,"Female",4,3,4,4,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3iWtM5u7sZqbjAz",43,"Female",3,1,6,3,"second",5.25,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2CJOZTLQNpo2CWY",52,"Male",3,1,3,3,"second",2,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1E03qIoYfL2vByR",27,"Female",2,4,2,3,"second",5.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_USUXpFwhYtJz7Yl",59,"Female",5,1,13,4,"second",7.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_tDJAwobpNBbdStb",59,"Female",2,1,3,3,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2dX5ECE9ULCsg8V",57,"Female",3,1,3,3,"second",2.625,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1LtGlgXLQo7Qgzb",28,"Female",2,8,1,5,"second",1.375,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2B4LnJB5tw8aP9Q",22,"Female",1,1,1,3,"second",6,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2Wv8WitpZ1gwC2f",53,"Male",4,1,7,4,"second",5.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_cNmLIo9C3bijgxH",70,"Female",3,2,1,5,"second",0.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3jfJdCrlqxjX6Hh",47,"Female",2,1,7,4,"second",0.875,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1156tbnp7viv8O7",49,"Male",4,1,5,3,"second",2.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3j8TPTgFEvsLNIR",31,"Female",5,1,6,4,"second",10,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1jCI2AnsGSig4HP",63,"Male",4,1,4,3,"second",1.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1jfdXlTI7xLE19E",49,"Male",2,1,4,5,"second",5.25,"M.N.3",1,"Mixed","Negative Skew","3"
"R_25ZQpZhw5yqGa7S",69,"Male",3,1,10,4,"second",0.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1hSDGJ6iJJZyTo9",33,"Male",2,2,3,4,"second",0.875,"M.N.3",0,"Mixed","Negative Skew","3"
"R_BtzgToBy673TNeh",34,"Male",2,1,7,4,"second",3.5,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1LGvMGSojbM5J7R",24,"Female",3,2,4,4,"second",3.25,"M.N.3",1,"Mixed","Negative Skew","3"
"R_ymEx0jtW5ljshJT",63,"Male",3,1,11,5,"second",1.125,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2aKuEfyI32747Mu",43,"Female",2,1,4,3,"second",10,"M.N.3",0,"Mixed","Negative Skew","3"
"R_pmaE7T76RAtCPxD",65,"Female",3,1,3,4,"second",1.125,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1H5ZCSgM6uWwYLx",42,"Male",3,1,10,5,"second",0.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3KBJog0eVkoVho5",44,"Female",3,1,9,2,"second",0.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2agDcsN9CVYRrAz",57,"Male",4,8,13,3,"second",1.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2cuSCPmILFm4kdz",66,"Male",2,1,6,3,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1IQ4gPsLC0nqmZK",58,"Female",3,1,10,3,"second",1.375,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2arWIY88h63SYE2",53,"Female",2,2,4,5,"second",1,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1P11OP1derMDjLo",33,"Female",2,1,7,4,"second",2.25,"M.N.3",0,"Mixed","Negative Skew","3"
"R_dmppxFWorgCLDt7",21,"Female",3,2,2,5,"second",5.25,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2dsDOd9KlpudwBw",61,"Female",2,1,5,3,"second",0.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2TH2YUgtGQiVmoK",26,"Female",3,2,5,4,"second",2.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_22zCQIuGEMXWNT7",50,"Male",3,1,3,3,"second",1.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2aWxu5jyU3rK2K9",58,"Male",4,2,11,4,"second",3.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3PhOx2B6eWO3vji",30,"Female",4,4,1,4,"second",3.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_UhYuGJDmdF0iXfP",63,"Male",3,2,2,2,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_WBBDR1OomF2pyW5",23,"Female",3,6,3,4,"second",0.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1f7tnXdNiDYp1n4",61,"Female",4,2,8,5,"second",1.125,"M.N.3",1,"Mixed","Negative Skew","3"
"R_24P2uS63gHx1Nns",54,"Female",4,1,11,4,"second",1.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_wUfvNdrwgbFAKv7",27,"Female",3,1,4,3,"second",2.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_sLRl7XtCK33LepP",52,"Male",1,4,3,5,"second",5.25,"M.N.3",1,"Mixed","Negative Skew","3"
"R_Apt6zifyhYoz6kV",41,"Female",2,1,11,5,"second",0.875,"M.N.3",1,"Mixed","Negative Skew","3"
"R_Uu8eg0zb2jEsprz",43,"Male",2,1,3,3,"second",10,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1N2rSec2rF9P68i",66,"Male",4,1,10,3,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_5dJhu9zQEAErPXj",25,"Female",3,3,2,3,"second",6.25,"M.N.3",1,"Mixed","Negative Skew","3"
"R_wXi1vx41dPHivKN",49,"Female",1,1,5,3,"second",10,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1Q3euXtDj7qMWiw",22,"Female",4,1,7,5,"second",2.25,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2urliCj0kaXibKv",56,"Female",4,1,8,3,"second",5.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_22Kfj36xFjzoi3q",75,"Female",3,1,4,5,"second",0.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1Fx3ivmVc1PQZAT",42,"Female",5,4,16,4,"second",10,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3hiKZyMcBWmJiWs",30,"Female",4,2,4,5,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3hbfnswHeQ62CKu",66,"Male",4,1,8,4,"second",1,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3CBYTblSRins4Zr",67,"Male",3,1,3,4,"second",1.125,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1rDfkw7Lfqh4kP0",37,"Male",4,2,3,3,"second",0.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_PYTqoPem0eThcoF",73,"Female",3,1,4,4,"second",5.25,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3rIpR6a658KFmgL",45,"Male",5,3,6,4,"second",1.125,"M.N.3",1,"Mixed","Negative Skew","3"
"R_x3OL8bDhYWkoe1r",22,"Male",3,1,6,5,"second",1.375,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1LpqCT2K7QOnAs5",53,"Male",3,1,4,3,"second",2,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1oAnNBBhWAxh5wg",40,"Male",4,1,11,5,"second",5.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2ZQBOzrfslu8fR8",31,"Male",2,1,2,5,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2zo5EVk1UHAdjL4",25,"Male",5,8,2,5,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3MlZGfYDxs34ZCW",32,"Female",3,7,3,4,"second",1.25,"M.N.3",1,"Mixed","Negative Skew","3"
"R_24P0vAFN0z1rsU8",27,"Female",5,1,8,4,"second",1.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_pLwlh1nKjI1pQch",30,"Female",3,1,6,4,"second",5.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_25WspJbjHmxlNvz",56,"Male",4,1,16,4,"second",1.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3exlO5dOfaM4Ewb",37,"Female",3,4,4,3,"second",0.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_OAVUT2GV0aNLepP",47,"Female",3,7,1,4,"second",10,"M.N.3",1,"Mixed","Negative Skew","3"
"R_PvPux5Zx3BtbU5z",31,"Female",2,1,3,3,"second",0.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3ff2nlfYiCpYt6N",26,"Female",3,1,12,5,"second",2.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2SH7xjIanu7UEFO",34,"Female",6,1,4,3,"second",3.5,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2axnkxsWxVU6OkT",53,"Male",2,2,1,4,"second",0.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3RxuJWhuhkiDCf2",78,"Female",3,1,6,3,"second",0.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2QVEglmOwuUeX2b",34,"Female",3,1,13,4,"second",3.5,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3KoPbbAAOSmTyg3",24,"Female",3,1,4,3,"second",2.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1H6RI06aw6ZNZ6l",70,"Female",4,1,4,4,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3FUmmHJThAJw0Tv",50,"Male",4,1,4,3,"second",2.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3kAJfVQpMU2Pr0l",63,"Male",2,1,5,5,"second",2.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1doUIkU6RrbfWyI",40,"Female",4,1,10,4,"second",1.375,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3ikxIPLLpbl3XJM",48,"Female",2,1,2,4,"second",0.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3NUSLWJrdGkkmUT",51,"Female",4,1,5,5,"second",1.5,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1PRH0Oodp0VS2dC",40,"Female",3,2,4,3,"second",10,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1PTtS8Om39NzbP8",23,"Female",3,2,2,5,"second",1.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1QlmxkEG8Cdy61X",42,"Female",4,1,16,1,"second",10,"M.N.3",1,"Mixed","Negative Skew","3"
"R_PIIE9pAS4NAR6w1",22,"Male",4,4,6,4,"second",0.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3QF3iUPrCE7QPMA",32,"Male",3,1,4,5,"second",1.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2QRH6a0mOs7DUGR",24,"Female",5,1,2,3,"second",7.5,"M.N.3",0,"Mixed","Negative Skew","3"
"R_BXu7m9e1od7GqNb",27,"Female",4,4,6,4,"second",5.625,"M.N.3",0,"Mixed","Negative Skew","3"
"R_24ODzZsJPjheNcB",35,"Female",5,3,7,5,"second",1.375,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1N535XLllLYcQ65",68,"Female",5,1,12,5,"second",1.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1OOcgXyZX2KsYyY",57,"Male",4,1,8,3,"second",1.25,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1kXgJ8Ao71crRuY",40,"Female",2,1,3,4,"second",5.625,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3gYGjTJsy3P5Chv",25,"Female",2,1,4,5,"second",7.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3Nwwl7cRIaFrJ9z",23,"Male",3,7,16,5,"second",10,"M.N.3",1,"Mixed","Negative Skew","3"
"R_AMAuaKf06j2ZN0R",57,"Male",2,1,8,5,"second",0.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_3dQBKVVwmfd4Mpx",53,"Female",3,2,6,5,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_31ZvznQ2xTzYZx0",25,"Male",2,2,1,5,"second",3.125,"M.N.3",1,"Mixed","Negative Skew","3"
"R_2XhBNoCU1bl4EiX",54,"Female",5,1,15,5,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_Z4f9hTGgQOFpBOp",74,"Male",3,1,3,3,"second",3.5,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1MNfatLvFVpCbci",30,"Male",3,1,11,3,"second",4.5,"M.N.3",1,"Mixed","Negative Skew","3"
"R_20PDtQpRYSpmcXk",27,"Female",3,2,6,5,"second",5.625,"M.N.3",0,"Mixed","Negative Skew","3"
"R_12D6eukHip9Ei0y",21,"Female",3,8,4,3,"second",5.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1IyjUSTMYzLuKPx",29,"Female",2,7,2,2,"second",10,"M.N.3",0,"Mixed","Negative Skew","3"
"R_2ZKbRJnAkoaTdJ3",40,"Male",4,1,16,3,"second",1.25,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1Q9fWxgoHP6JTNc",62,"Male",2,1,11,4,"second",1.125,"M.N.3",0,"Mixed","Negative Skew","3"
"R_30c6llOl3dLGW4L",22,"Male",3,4,5,4,"second",10,"M.N.3",0,"Mixed","Negative Skew","3"
"R_BLKCkPCbehcvNZv",24,"Female",4,1,1,3,"second",3.75,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1K7laVgnGJzGL7K",46,"Female",4,1,16,3,"second",1,"M.N.3",1,"Mixed","Negative Skew","3"
"R_wOkmrsnar14iUO5",66,"Female",5,1,7,4,"second",1.375,"M.N.3",0,"Mixed","Negative Skew","3"
"R_1JF5FGub59wYbfJ",23,"Female",2,2,3,5,"second",2.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_1I3DUxsDKaHYG0n",40,"Female",3,1,6,3,"second",5.25,"M.N.3",0,"Mixed","Negative Skew","3"
"R_3q9idvfpC6HzznM",27,"Male",3,4,11,5,"second",0.75,"M.N.3",1,"Mixed","Negative Skew","3"
"R_6XXNNwDfyx0arhT",28,"Female",3,2,10,2,"second",0.875,"M.N.3",0,"Mixed","Negative Skew","3"
